parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
,1 image,ms0020_neg_bv_56-199.tif,Berryessa Valley,"Trees and hills in fog, Berryessa Valley",,Printed/published,Row of walnut trees in the spring,ms0020_neg_bv_56-199,"Box 448, Folder 56-199",5 x 7 in,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,1972,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/uc_board_of_regents
,113 images,,Berryessa Valley,Ryan cattle and cow country,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-244_04.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_04,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_05.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_05,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_03.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_03,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_06.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_06,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_29.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_29,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_34.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_34,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_17.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_17,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_31.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_31,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_21.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_21,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_22.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_22,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_12.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_12,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_16.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_16,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_17.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_17,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_18.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_18,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_23.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_23,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_20.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_20,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_24.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_24,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_28.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_28,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_29.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_29,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_30.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_30,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_26.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_26,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_33.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_33,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_31.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_31,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_14.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_14,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_20.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_20,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_11.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_11,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_08.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_08,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_05.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_05,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_32.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_32,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_10.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_10,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_38.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_38,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_22.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_22,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_30.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_30,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_21.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_21,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_10.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_10,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_03.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_03,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_08.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_08,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_01.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_01,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_27.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_27,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_36.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_36,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_13.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_13,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_11.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_11,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_03.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_03,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_24.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_24,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_27.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_27,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_32.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_32,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_25.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_25,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_33.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_33,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_14.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_14,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_15.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_15,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_23.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_23,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_07.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_07,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_17.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_17,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_12.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_12,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_13.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_13,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_04.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_04,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_27.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_27,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_40.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_40,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_31.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_31,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_01.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_01,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_15.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_15,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_19.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_19,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_21.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_21,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_12.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_12,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_19.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_19,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_16.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_16,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_06.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_06,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_32.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_32,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_23.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_23,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_05.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_05,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_28.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_28,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_35.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_35,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_04.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_04,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_07.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_07,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_13.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_13,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_14.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_14,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_16.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_16,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_20.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_20,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_11.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_11,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_18.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_18,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_39.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_39,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_02.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_02,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_09.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_09,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_07.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_07,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_22.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_22,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_15.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_15,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_36.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_36,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_41.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_41,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_42.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_42,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_35.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_35,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_33.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_33,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_02.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_02,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_10.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_10,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_08.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_08,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_06.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_06,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_09.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_09,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_02.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_02,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_34.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_34,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_28.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_28,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_35.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_35,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_01.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_01,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_24.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_24,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_30.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_30,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_26.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_26,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-245_37.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-245_37,"Box 448, Folder 56-245",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_25.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_25,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_19.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_19,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_09.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_09,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-246_34.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-246_34,"Box 448, Folder 56-246",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-244_18.tif,,Ryan cattle and cow country: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-244_18,"Box 448, Folder 56-244",35 mm,,,,,,,,,,,,,,,,
